graph_id,user_id,chosen_layout,seconds_spent,is_hard
126,13,kamada_kawai,7.288,0
127,1,kamada_kawai,2.335,0
127,13,sfdp,15.563,1
128,1,kamada_kawai,2.172,0
128,13,pmds,25.584,0
129,1,kamada_kawai,1.718,0
129,13,kamada_kawai,11.545,0
130,1,neato,1.862,0
130,13,neato,4.444,0
131,1,kamada_kawai,1.701,0
131,13,fdp,3.858,0
132,1,spring,1.939,0
132,13,kamada_kawai,4.662,0
133,1,kamada_kawai,2.112,0
133,13,kamada_kawai,24.826,0
134,1,neato,1.64,0
134,13,fa2,2.642,0
135,3,sfdp,15.476,0
135,13,kamada_kawai,4.105,0
136,3,neato,8.382,0
136,13,kamada_kawai,3.018,0
137,3,kamada_kawai,17.279,0
137,13,neato,1.766,0
138,3,fa2,17.932,0
138,13,kamada_kawai,2.008,0
139,3,kamada_kawai,26.046,0
139,13,kamada_kawai,3.55,0
140,3,neato,12.269,0
140,13,kamada_kawai,1.74,0
141,3,fa2,10.311,0
141,13,spring,2.405,0
142,3,fa2,40.1,0
142,13,neato,4.688,0
143,3,kamada_kawai,22.463,0
143,13,neato,2.217,0
144,3,fa2,11.331,0
144,13,kamada_kawai,2.914,0
145,3,sfdp,3.333,0
145,13,kamada_kawai,3.513,0
146,3,sfdp,15.715,0
146,13,neato,7.499,0
147,3,neato,4.711,0
147,13,neato,3.02,0
148,3,kamada_kawai,12.874,0
148,13,neato,4.916,0
149,3,neato,13.105,0
149,13,neato,1.782,0
150,3,kamada_kawai,11.252,0
150,13,neato,3.569,0
151,3,kamada_kawai,7.41,0
151,13,sfdp,4.331,0
152,3,kamada_kawai,9.16,0
152,13,kamada_kawai,3.393,0
153,3,kamada_kawai,8.662,0
153,13,kamada_kawai,3.741,0
154,3,kamada_kawai,2.097,0
154,13,kamada_kawai,2.095,0
155,3,kamada_kawai,23.329,0
155,13,neato,59.967,0
156,3,kamada_kawai,11.402,0
156,13,kamada_kawai,2.246,0
157,3,kamada_kawai,13.086,0
157,13,spring,6.481,0
158,3,sfdp,28.603,0
158,13,kamada_kawai,2.275,0
159,3,fdp,15.628,0
159,13,kamada_kawai,1.982,0
160,3,neato,29.594,0
160,13,neato,1.949,0
161,3,kamada_kawai,6.771,0
161,13,neato,123.226,0
162,3,kamada_kawai,6.23,0
162,13,kamada_kawai,2.638,0
163,3,neato,5.056,0
163,13,kamada_kawai,2.287,0
164,3,fdp,5.495,0
164,13,kamada_kawai,2.278,0
165,3,kamada_kawai,7.208,0
165,13,kamada_kawai,3.495,0
166,3,kamada_kawai,13.04,0
166,13,neato,3.734,0
167,3,fdp,5.639,0
167,13,fdp,2.868,0
168,3,sfdp,27.012,0
168,13,kamada_kawai,5.381,0
169,3,kamada_kawai,28.543,0
169,13,kamada_kawai,3.296,0
170,3,neato,8.319,0
170,13,neato,2.184,0
171,3,neato,2.173,0
171,13,kamada_kawai,3.789,0
172,3,sfdp,3.809,0
172,13,sfdp,2.403,0
173,3,kamada_kawai,3.456,0
173,13,kamada_kawai,2.401,0
174,3,neato,4.021,0
174,13,neato,2.766,0
175,3,fa2,15.258,0
175,13,neato,2.942,0
176,3,fa2,10.352,0
176,13,neato,2.241,0
177,1,neato,11.569,0
177,13,kamada_kawai,2.191,0
178,1,kamada_kawai,8.644,0
178,13,neato,2.397,0
179,1,kamada_kawai,5.567,0
179,13,kamada_kawai,1.709,0
180,1,kamada_kawai,9.582,0
180,13,kamada_kawai,2.333,0
181,1,kamada_kawai,4.232,0
181,13,neato,1.936,0
182,1,neato,4.28,0
182,13,kamada_kawai,2.816,0
183,1,neato,4.946,0
183,13,neato,2.904,0
184,1,kamada_kawai,6.641,0
184,13,neato,224.481,0
185,1,neato,9.702,0
185,13,neato,3.02,0
186,1,neato,7.11,0
186,13,fa2,2.759,0
187,1,neato,4.581,0
187,13,neato,6.338,0
188,1,kamada_kawai,6.244,0
188,13,neato,2.751,0
189,1,kamada_kawai,4.684,0
189,13,neato,1.791,0
190,1,kamada_kawai,5.716,0
190,13,neato,2.609,0
191,1,kamada_kawai,9.072,0
191,13,kamada_kawai,1.566,0
192,1,kamada_kawai,11.332,0
192,13,kamada_kawai,5.417,0
193,1,kamada_kawai,21.415,1
193,13,kamada_kawai,2.371,0
194,1,kamada_kawai,6.113,0
194,13,kamada_kawai,6.899,0
195,1,kamada_kawai,9.048,0
195,13,kamada_kawai,3.168,0
196,1,kamada_kawai,11.426,0
196,13,kamada_kawai,2.894,0
197,1,neato,7.592,0
197,13,kamada_kawai,4.873,0
198,1,neato,8.127,0
198,13,neato,2.617,0
199,1,neato,14.929,0
199,13,kamada_kawai,5.446,0
200,1,neato,4.408,0
200,13,kamada_kawai,2.247,0
201,1,fdp,9.081,0
201,13,neato,2.609,0
202,1,sfdp,5.791,0
202,13,sfdp,5.594,0
203,1,kamada_kawai,11.708,0
203,13,neato,2.116,0
204,1,kamada_kawai,11.619,0
204,13,spring,3.889,0
205,1,kamada_kawai,12.155,1
205,13,kamada_kawai,2.428,0
206,1,neato,4.664,0
206,13,neato,7.745,0
207,1,neato,6.767,0
207,13,neato,2.738,0
208,1,kamada_kawai,3.965,0
208,13,neato,3.903,0
209,1,neato,5.27,0
209,13,neato,1.86,0
210,1,kamada_kawai,5.252,0
210,13,kamada_kawai,3.192,0
211,1,kamada_kawai,53.643,0
211,13,neato,2.714,0
212,1,fdp,25.625,0
212,13,neato,2.9,0
213,1,kamada_kawai,8.471,0
213,13,kamada_kawai,1.824,0
214,1,fdp,18.968,1
214,13,kamada_kawai,1.781,0
215,1,fdp,6.722,0
215,13,neato,2.428,0
216,1,neato,16.084,0
216,13,kamada_kawai,4.256,0
217,1,neato,4.317,0
217,13,neato,9.415,0
218,1,fdp,48.677,0
218,13,neato,21.955,0
219,1,neato,7.329,0
219,13,kamada_kawai,2.258,0
220,1,neato,8.521,0
220,13,kamada_kawai,4.28,0
221,1,neato,9.183,0
221,13,fa2,2.574,0
222,1,neato,11.71,0
222,13,neato,3.789,0
223,1,sfdp,6.913,0
223,13,kamada_kawai,3.233,0
224,1,neato,12.887,0
224,13,neato,3.148,0
225,1,sfdp,9.926,0
225,13,kamada_kawai,2.129,0
226,1,neato,7.782,0
226,13,kamada_kawai,3.018,0
227,1,fdp,5.707,0
227,13,spring,2.393,0
228,1,sfdp,3.745,0
228,13,neato,2.218,0
229,1,kamada_kawai,10.807,0
229,13,kamada_kawai,1.812,0
230,1,neato,15.22,0
230,13,neato,3.677,0
231,1,kamada_kawai,8.057,0
231,13,kamada_kawai,2.444,0
232,1,kamada_kawai,9.802,0
232,13,sfdp,2.132,0
233,1,neato,8.222,0
233,13,spring,2.659,0
234,1,neato,8.457,0
234,13,kamada_kawai,2.277,0
235,1,fdp,14.45,0
235,13,fdp,2.309,0
236,1,kamada_kawai,12.958,0
236,13,neato,4.861,0
237,1,kamada_kawai,10.984,0
237,13,fdp,5.063,0
238,1,spring,22.767,0
238,13,kamada_kawai,3.015,0
239,1,kamada_kawai,8.001,0
239,13,kamada_kawai,1.727,0
240,1,kamada_kawai,11.835,0
240,13,kamada_kawai,6.473,0
241,1,neato,5.953,0
241,13,neato,2.306,0
242,1,neato,13.254,0
242,13,sfdp,5.923,0
243,1,fa2,18.444,1
243,13,kamada_kawai,3.626,0
244,1,kamada_kawai,9.247,0
244,13,kamada_kawai,3.113,0
245,1,kamada_kawai,5.84,0
245,13,kamada_kawai,1.965,0
246,1,kamada_kawai,12.815,0
246,13,neato,2.136,0
247,1,fdp,6.861,0
247,13,neato,2.291,0
248,1,neato,8.575,0
248,13,kamada_kawai,2.683,0
249,1,kamada_kawai,7.534,0
249,13,kamada_kawai,1.703,0
250,1,kamada_kawai,15.982,0
250,13,kamada_kawai,2.011,0
251,1,neato,31.111,0
251,13,kamada_kawai,1.824,0
252,1,neato,4.384,0
252,13,neato,4.242,0
253,1,neato,10.722,0
253,13,kamada_kawai,3.315,0
254,1,kamada_kawai,16.354,0
254,13,neato,3.47,0
255,1,neato,10.826,0
255,13,neato,2.177,0
256,1,neato,13.311,0
256,13,kamada_kawai,3.839,0
257,1,kamada_kawai,5.375,0
257,13,neato,2.508,0
258,1,kamada_kawai,4.429,0
258,13,neato,2.986,0
259,1,kamada_kawai,5.385,0
259,13,kamada_kawai,2.45,0
260,1,fa2,7.29,0
260,13,kamada_kawai,2.596,0
261,1,neato,7.969,0
261,13,kamada_kawai,2.196,0
262,1,kamada_kawai,2.666,0
262,13,neato,31.581,0
263,1,neato,4.46,0
263,13,neato,4.307,0
264,1,neato,6.109,0
264,13,kamada_kawai,3.155,0
265,1,neato,7.875,0
265,13,neato,4.793,0
266,1,fdp,27.203,0
266,13,kamada_kawai,2.985,0
267,1,sfdp,5.957,0
267,13,kamada_kawai,1.747,0
268,1,neato,13.748,0
268,13,neato,5.421,0
269,1,neato,5.439,0
269,13,neato,9.718,0
270,1,fdp,7.792,0
270,13,neato,2.011,0
271,1,kamada_kawai,6.981,0
271,13,kamada_kawai,2.241,0
272,1,fa2,5.329,0
272,13,kamada_kawai,3.509,0
273,1,neato,5.018,0
273,13,neato,45.494,0
274,1,neato,8.29,0
274,13,neato,13.525,0
275,1,neato,6.488,0
275,13,kamada_kawai,3.104,0
276,1,kamada_kawai,9.503,0
276,13,neato,2.306,0
277,1,kamada_kawai,10.565,0
277,13,kamada_kawai,22.997,0
278,1,neato,9.238,0
278,13,kamada_kawai,2.493,0
279,1,kamada_kawai,9.959,0
279,13,kamada_kawai,2.133,0
280,1,kamada_kawai,5.628,0
280,13,neato,2.533,0
281,1,neato,4.812,0
281,13,neato,3.563,0
282,1,neato,17.681,0
282,13,neato,4.056,0
283,1,kamada_kawai,7.157,0
283,13,neato,2.098,0
284,1,kamada_kawai,9.665,0
284,13,kamada_kawai,3.023,0
285,1,neato,5.792,0
285,13,kamada_kawai,2.104,0
286,1,neato,15.602,0
286,13,fa2,5.099,0
287,1,sfdp,9.846,0
287,13,kamada_kawai,2.608,0
288,1,kamada_kawai,8.268,0
288,13,neato,2.13,0
289,1,neato,12.068,0
289,13,neato,5.672,0
290,1,kamada_kawai,11.517,0
290,13,kamada_kawai,2.987,0
291,1,fa2,12.37,0
291,13,kamada_kawai,2.454,0
292,1,sfdp,13.663,0
292,13,neato,5.651,0
293,1,fdp,13.569,0
293,13,kamada_kawai,11.254,0
294,1,neato,17.124,0
294,13,kamada_kawai,2.347,0
295,1,kamada_kawai,16.762,0
295,13,kamada_kawai,1.855,0
296,1,neato,3.826,0
296,13,neato,12.236,0
297,1,kamada_kawai,18.243,0
297,13,neato,2.743,0
298,1,fdp,17.075,0
298,13,neato,3.398,0
299,1,kamada_kawai,17.742,0
299,13,kamada_kawai,2.793,0
300,1,sfdp,21.68,0
300,13,neato,4.375,0
301,1,neato,6.077,0
301,13,kamada_kawai,2.086,0
302,1,kamada_kawai,13.906,0
302,13,kamada_kawai,2.15,0
303,1,neato,11.268,0
303,13,neato,5.268,0
304,1,neato,17.988,0
304,13,kamada_kawai,2.309,0
305,1,neato,7.914,0
305,13,neato,3.431,0
306,1,neato,17.633,0
306,13,fdp,4.286,0
307,1,kamada_kawai,7.651,0
307,13,neato,3.197,0
308,1,neato,11.038,0
308,13,neato,3.32,0
309,1,kamada_kawai,15.803,0
309,13,kamada_kawai,3.372,0
310,1,kamada_kawai,8.901,0
310,13,kamada_kawai,2.819,0
311,1,pmds,6.547,0
311,13,pmds,3.717,0
312,1,neato,13.862,0
312,13,kamada_kawai,6.155,0
313,1,neato,12.979,0
313,13,neato,3.403,0
314,1,neato,6.038,0
314,13,kamada_kawai,4.372,0
315,1,kamada_kawai,6.842,0
315,13,kamada_kawai,27.181,0
316,1,kamada_kawai,8.979,0
316,13,neato,3.684,0
317,1,neato,17.088,0
317,13,kamada_kawai,1.716,0
318,1,kamada_kawai,26.306,0
318,13,kamada_kawai,12.887,0
319,1,sfdp,1.651,0
319,13,neato,4.924,0
320,1,spring,2.587,0
320,13,neato,3.173,0
321,1,kamada_kawai,2.162,0
321,13,fa2,4.309,0
322,1,kamada_kawai,2.012,0
322,13,neato,2.576,0
323,1,kamada_kawai,1.71,0
323,13,kamada_kawai,2.077,0
324,1,neato,1.787,0
324,13,neato,5.218,0
325,1,kamada_kawai,2.066,0
325,13,fa2,2.723,0
326,1,kamada_kawai,2.179,0
326,13,pmds,3.727,0
327,1,kamada_kawai,2.855,0
327,13,neato,2.735,0
328,1,neato,2.115,0
328,13,kamada_kawai,3.859,0
329,1,kamada_kawai,2.217,0
329,13,neato,3.399,0
330,1,kamada_kawai,2.828,0
330,13,neato,2.551,0
331,1,fdp,4.097,0
331,13,neato,3.795,0
332,1,neato,3.519,0
332,13,fa2,3.23,0
333,1,spring,2.063,0
333,13,fdp,4.091,0
334,1,spring,1.301,0
334,13,neato,5.512,0
335,1,kamada_kawai,1.72,0
335,13,sfdp,4.624,0
336,1,neato,1.751,0
336,13,kamada_kawai,1.678,0
337,1,kamada_kawai,1.609,0
337,13,kamada_kawai,4.853,0
338,1,kamada_kawai,1.981,0
338,13,spring,10.912,1
339,1,neato,2.26,0
339,13,neato,2.889,0
340,1,kamada_kawai,5.076,0
340,13,neato,3.558,0
341,1,neato,3.967,0
341,13,fdp,3.359,0
342,1,neato,4.547,0
342,13,pmds,1.958,0
343,1,neato,2.827,0
343,13,neato,1.889,0
344,1,neato,2.148,0
344,13,neato,4.198,0
345,1,neato,1.383,0
345,13,kamada_kawai,2.005,0
346,1,kamada_kawai,1.971,0
346,13,kamada_kawai,2.25,0
347,1,spring,1.357,0
347,13,kamada_kawai,2.805,0
348,1,neato,1.956,0
348,13,neato,2.643,0
349,1,neato,1.807,0
349,13,neato,2.502,0
350,1,kamada_kawai,2.629,0
350,13,kamada_kawai,4.074,0
351,1,neato,2.632,0
351,13,neato,6.408,0
352,1,kamada_kawai,1.038,0
352,13,kamada_kawai,5.021,0
353,1,neato,1.205,0
353,13,neato,2.815,0
354,1,kamada_kawai,4.134,0
354,13,neato,10.04,1
355,1,neato,1.742,0
355,13,neato,6.484,1
356,1,kamada_kawai,2.015,0
356,13,neato,1.694,0
357,1,kamada_kawai,2.04,0
357,13,fdp,1.972,0
358,1,neato,2.953,0
358,13,fdp,5.34,0
359,1,neato,2.758,0
359,13,fa2,2.7,0
360,1,neato,4.079,0
360,13,fdp,4.973,0
361,1,neato,2.379,0
361,13,kamada_kawai,1.555,0
362,1,kamada_kawai,2.7,0
362,13,fdp,2.186,0
363,1,fdp,2.692,0
363,13,kamada_kawai,3.31,0
364,1,neato,1.47,0
364,13,neato,1.779,0
365,1,spring,1.419,0
365,13,neato,2.206,0
366,1,neato,1.277,0
366,13,neato,2.712,0
367,1,neato,2.887,0
367,13,fa2,7.738,0
368,1,neato,1.856,0
368,13,neato,3.542,0
369,1,neato,1.994,0
369,13,neato,9.559,1
370,1,spring,3.516,0
370,13,fdp,6.696,0
371,1,kamada_kawai,2.186,0
371,13,neato,2.409,0
372,1,kamada_kawai,1.387,0
372,13,kamada_kawai,5.005,1
373,1,kamada_kawai,2.12,0
373,13,kamada_kawai,2.025,0
374,1,neato,2.033,0
374,13,fa2,2.424,0
375,1,fa2,1.48,0
375,13,sfdp,1.363,0
376,1,kamada_kawai,3.324,0
376,13,kamada_kawai,1.315,0
377,1,fa2,4.259,0
377,13,spring,3.603,0
378,1,kamada_kawai,3.258,0
378,13,kamada_kawai,4.304,0
379,1,neato,6.153,0
379,13,kamada_kawai,1.907,0
380,1,kamada_kawai,3.877,0
380,13,pmds,2.113,0
381,1,kamada_kawai,1.963,0
381,13,neato,5.135,0
382,1,kamada_kawai,2.56,0
382,13,neato,4.541,0
383,1,neato,2.353,0
383,13,kamada_kawai,3.621,0
384,1,fdp,2.342,0
384,13,neato,1.648,0
385,1,kamada_kawai,1.075,0
385,13,kamada_kawai,5.797,0
386,1,neato,2.379,0
386,13,fa2,3.055,0
387,1,neato,1.978,0
387,13,neato,2.801,0
388,1,fdp,2.712,0
388,13,fa2,1.288,0
389,1,pmds,23.618,0
389,13,neato,1.947,0
390,1,kamada_kawai,2.52,0
390,13,neato,2.24,0
391,1,fa2,5.762,0
391,13,spring,0.294,0
392,1,kamada_kawai,3.027,0
392,13,fdp,4.667,0
393,1,kamada_kawai,2.638,0
393,13,kamada_kawai,1.725,0
394,1,sfdp,3.475,0
394,13,fa2,2.324,0
395,1,kamada_kawai,1.643,0
395,13,kamada_kawai,2.923,0
396,1,kamada_kawai,1.91,0
396,13,kamada_kawai,3.409,0
397,1,kamada_kawai,1.97,0
397,13,fa2,2.693,0
398,1,neato,2.101,0
398,13,neato,3.534,0
399,1,neato,1.866,0
399,13,kamada_kawai,2.591,0
400,1,pmds,2.613,0
400,13,fdp,7.074,0
401,1,kamada_kawai,4.905,0
401,13,neato,2.249,0
402,1,neato,3.147,0
402,13,fa2,1.215,0
403,1,neato,2.209,0
403,13,fa2,2.81,0
404,1,sfdp,3.896,0
404,13,pmds,4.73,0
405,1,fa2,2.782,0
405,13,kamada_kawai,3.178,0
406,1,kamada_kawai,3.183,0
406,13,kamada_kawai,2.756,0
407,1,kamada_kawai,2.96,0
407,13,neato,2.876,0
408,1,kamada_kawai,2.805,0
408,13,neato,2.056,0
409,1,sfdp,1.977,0
409,13,fdp,3.46,0
410,1,kamada_kawai,1.823,0
410,13,kamada_kawai,3.36,0
411,1,kamada_kawai,1.822,0
411,13,fdp,5.663,0
412,1,kamada_kawai,58.035,0
412,13,neato,3.447,0
413,1,fa2,29.83,0
413,13,neato,1.886,0
414,1,kamada_kawai,1.914,0
414,13,fdp,6.332,0
415,1,neato,2.834,0
415,13,kamada_kawai,1.694,0
416,1,kamada_kawai,1.396,0
416,13,kamada_kawai,3.301,0
417,1,neato,1.116,0
417,13,kamada_kawai,5.871,0
418,1,sfdp,1.95,0
418,13,neato,2.302,0
419,1,neato,2.38,0
419,13,sfdp,1.66,0
420,1,neato,2.173,0
420,13,kamada_kawai,1.316,0
421,1,kamada_kawai,1.991,0
421,13,kamada_kawai,3.909,0
422,1,kamada_kawai,1.774,0
422,13,fa2,3.108,0
423,1,fdp,2.243,0
423,13,kamada_kawai,16.418,0
424,1,kamada_kawai,3.367,0
424,13,fa2,3.061,0
425,1,neato,2.081,0
425,13,fa2,2.814,0
426,1,neato,2.702,0
426,13,kamada_kawai,1.569,0
427,1,kamada_kawai,3.045,0
427,13,neato,2.549,0
428,1,kamada_kawai,36.276,0
428,13,kamada_kawai,1.777,0
429,1,kamada_kawai,8.923,0
429,13,pmds,2.489,0
430,1,neato,2.201,0
430,13,kamada_kawai,2.94,0
431,1,neato,4.4,0
431,13,pmds,2.283,0
432,1,neato,2.599,0
432,13,kamada_kawai,1.787,0
433,1,neato,2.823,0
433,13,pmds,2.834,0
434,1,neato,1.811,0
434,13,fdp,1.302,0
435,1,kamada_kawai,3.832,0
435,13,neato,3.237,0
436,1,kamada_kawai,2.089,0
436,13,neato,1.984,0
437,1,neato,2.684,0
437,13,neato,1.853,0
438,1,neato,3.726,0
438,13,kamada_kawai,1.239,0
439,1,kamada_kawai,2.953,0
439,13,neato,2.884,0
440,1,sfdp,19.01,0
440,13,kamada_kawai,3.057,0
441,1,pmds,2.426,0
441,13,sfdp,1.488,0
442,1,neato,3.068,0
442,13,kamada_kawai,1.734,0
443,1,kamada_kawai,22.01,0
443,13,fa2,5.748,0
444,1,neato,2.661,0
444,13,pmds,1.628,0
445,1,neato,2.123,0
445,13,sfdp,1.468,0
446,1,kamada_kawai,2.446,0
446,13,kamada_kawai,2.335,0
447,1,kamada_kawai,2.733,0
447,13,sfdp,2.572,0
448,1,fdp,2.303,0
448,13,fdp,1.831,0
449,1,fa2,2.485,0
449,13,kamada_kawai,13.62,0
450,1,neato,55.67,0
450,13,kamada_kawai,3.607,0
451,1,kamada_kawai,4.696,0
451,13,fa2,7.197,0
452,1,kamada_kawai,9.489,0
452,13,kamada_kawai,4.29,0
453,1,neato,19.141,0
453,13,neato,2.668,0
454,1,kamada_kawai,2.264,0
454,13,sfdp,2.848,0
455,1,neato,2.903,0
455,13,kamada_kawai,3.235,0
