graph_id,user_id,chosen_layout,seconds_spent,is_hard
406,1,kamada_kawai,3.183,0
407,1,kamada_kawai,2.96,0
408,1,kamada_kawai,2.805,0
409,1,sfdp,1.977,0
410,1,kamada_kawai,1.823,0
411,1,kamada_kawai,1.822,0
412,1,kamada_kawai,58.035,0
413,1,fa2,29.83,0
414,1,kamada_kawai,1.914,0
415,1,neato,2.834,0
416,1,kamada_kawai,1.396,0
417,1,neato,1.116,0
418,1,sfdp,1.95,0
419,1,neato,2.38,0
420,1,neato,2.173,0
421,1,kamada_kawai,1.991,0
422,1,kamada_kawai,1.774,0
423,1,fdp,2.243,0
424,1,kamada_kawai,3.367,0
425,1,neato,2.081,0
426,1,neato,2.702,0
427,1,kamada_kawai,3.045,0
428,1,kamada_kawai,36.276,0
429,1,kamada_kawai,8.923,0
430,1,neato,2.201,0
431,1,neato,4.4,0
432,1,neato,2.599,0
433,1,neato,2.823,0
434,1,neato,1.811,0
435,1,kamada_kawai,3.832,0
436,1,kamada_kawai,2.089,0
437,1,neato,2.684,0
438,1,neato,3.726,0
439,1,kamada_kawai,2.953,0
440,1,sfdp,19.01,0
441,1,pmds,2.426,0
442,1,neato,3.068,0
443,1,kamada_kawai,22.01,0
444,1,neato,2.661,0
445,1,neato,2.123,0
446,1,kamada_kawai,2.446,0
447,1,kamada_kawai,2.733,0
448,1,fdp,2.303,0
449,1,fa2,2.485,0
450,1,neato,55.67,0
451,1,kamada_kawai,4.696,0
452,1,kamada_kawai,9.489,0
453,1,neato,19.141,0
454,1,kamada_kawai,2.264,0
455,1,neato,2.903,0
456,1,kamada_kawai,2.553,0
457,1,kamada_kawai,2.326,0
458,1,kamada_kawai,7.776,0
459,1,kamada_kawai,2.845,0
460,1,kamada_kawai,2.653,0
461,1,kamada_kawai,9.448,0
462,1,neato,7.845,0
463,1,kamada_kawai,3.843,0
464,1,fdp,2.913,0
465,1,sfdp,2.632,0
466,1,neato,8.184,0
467,3,kamada_kawai,10.259,0
468,3,neato,7.287,0
469,3,neato,10.757,0
470,3,kamada_kawai,12.313,0
471,13,neato,2.656,0
472,13,kamada_kawai,2.049,0
473,13,fa2,2.912,0
474,13,kamada_kawai,2.894,0
475,13,neato,2.144,0
476,13,neato,3.15,0
477,13,neato,1.734,0
478,13,neato,3.295,0
479,13,neato,11.019,0
480,13,fdp,2.495,0
481,13,kamada_kawai,2.711,0
482,13,kamada_kawai,1.732,0
483,13,kamada_kawai,2.838,0
484,13,neato,3.988,0
485,13,kamada_kawai,1.726,0
486,13,fdp,2.737,0
487,13,kamada_kawai,73.808,0
488,13,kamada_kawai,2.907,0
489,13,kamada_kawai,4.186,0
490,13,neato,4.463,0
491,13,sfdp,3.637,0
492,13,neato,3.159,0
493,13,kamada_kawai,2.379,0
494,13,neato,1.948,0
495,13,kamada_kawai,3.494,0
496,13,kamada_kawai,7.429,0
497,13,fdp,3.725,0
498,13,kamada_kawai,36.999,0
499,13,kamada_kawai,14.987,0
500,13,neato,6.61,0
501,13,kamada_kawai,26.601,0
502,13,neato,2.234,0
503,13,kamada_kawai,3.13,0
504,13,kamada_kawai,2.108,0
505,13,neato,2.482,0
506,13,kamada_kawai,2.299,0
507,13,neato,2.954,0
508,13,neato,2.917,0
509,13,spring,3.778,0
510,13,kamada_kawai,1.74,0
511,13,kamada_kawai,2.293,0
512,13,neato,3.987,0
513,13,neato,1.815,0
514,13,kamada_kawai,2.801,0
515,13,kamada_kawai,2.293,0
516,13,neato,1.755,0
517,13,neato,2.258,0
518,13,fdp,3.306,0
519,13,fa2,2.603,0
520,13,kamada_kawai,2.6,0
521,13,kamada_kawai,2.708,0
522,13,kamada_kawai,2.63,0
523,13,kamada_kawai,3.46,0
524,13,kamada_kawai,4.297,0
525,1,kamada_kawai,27.384,0
526,3,neato,19.016,0
527,3,fa2,6.728,0
528,3,kamada_kawai,4.915,0
529,3,neato,6.867,0
530,3,neato,8.991,0
531,3,sfdp,9.802,0
532,3,kamada_kawai,6.261,0
533,3,fdp,20.971,0
534,3,kamada_kawai,10.57,0
535,3,neato,6.708,0
536,3,fdp,5.958,0
537,3,fdp,5.805,0
538,1,neato,124.759,0
539,13,kamada_kawai,2.458,0
540,13,neato,3.38,0
541,13,neato,1.745,0
542,13,pmds,7.276,0
543,13,kamada_kawai,3.898,0
544,13,fa2,4.545,0
545,13,kamada_kawai,4.12,0
546,13,neato,4.882,0
547,13,kamada_kawai,5.822,0
548,13,kamada_kawai,2.473,0
549,13,neato,4.725,0
550,13,kamada_kawai,2.98,0
551,13,fdp,14.628,0
552,13,fa2,5.837,0
553,13,kamada_kawai,4.87,0
554,13,kamada_kawai,1.876,0
555,13,kamada_kawai,2.74,0
556,13,kamada_kawai,32.812,0
557,13,kamada_kawai,3.683,0
558,13,neato,2.786,0
559,13,neato,2.67,0
560,13,kamada_kawai,2.173,0
561,13,neato,2.274,0
562,3,fdp,36.055,0
563,3,neato,10.511,0
564,3,kamada_kawai,8.826,0
565,3,fa2,5.634,0
566,3,sfdp,5.705,0
567,3,neato,6.166,0
568,3,neato,11.495,0
569,3,neato,9.28,0
570,3,kamada_kawai,7.213,0
571,3,spring,11.268,0
572,10,kamada_kawai,36.948,0
573,10,kamada_kawai,25.285,0
574,10,kamada_kawai,18.665,0
575,10,neato,16.003,0
576,10,neato,12.016,0
577,3,neato,17.076,0
578,3,neato,13.257,0
579,3,sfdp,9.701,0
580,3,neato,8.347,0
581,3,fdp,8.339,0
582,3,fa2,19.282,0
583,3,kamada_kawai,8.033,0
584,3,kamada_kawai,4.657,0
585,3,neato,5.684,0
586,3,neato,3.685,0
587,3,neato,11.751,0
588,3,neato,5.241,0
589,3,kamada_kawai,1.979,0
590,3,neato,4.595,0
591,3,pmds,11.578,0
592,3,neato,34.601,0
593,3,fa2,3.26,0
594,3,kamada_kawai,5.216,0
595,3,kamada_kawai,10.984,0
596,3,kamada_kawai,7.414,0
597,3,fdp,10.51,0
598,3,kamada_kawai,8.886,0
599,3,neato,4.703,0
600,3,fa2,9.142,0
601,3,neato,4.103,0
602,3,neato,6.836,0
603,3,kamada_kawai,6.787,0
604,4,spring,15.966,0
605,4,neato,13.817,0
606,4,kamada_kawai,21.267,0
607,4,kamada_kawai,11.96,0
608,4,kamada_kawai,9.391,0
609,4,neato,25.643,0
610,4,neato,6.506,0
611,4,fdp,6.547,0
612,4,neato,28.148,0
613,4,neato,22.637,0
614,4,neato,13.345,0
615,4,fdp,11.814,0
616,4,kamada_kawai,9.537,0
617,4,fa2,6.495,0
618,4,fa2,10.675,0
619,4,kamada_kawai,8.92,0
620,4,kamada_kawai,20.989,0
621,4,fa2,68.46,0
622,4,kamada_kawai,17.295,0
623,4,neato,22.535,0
624,4,neato,12.382,0
625,4,kamada_kawai,5.556,0
626,4,kamada_kawai,9.439,0
627,4,kamada_kawai,61.857,0
628,4,neato,6.121,0
629,4,fdp,14.639,0
630,4,kamada_kawai,6.372,0
631,4,kamada_kawai,3.359,0
632,3,neato,15.197,0
633,3,kamada_kawai,11.234,0
634,3,neato,4.959,0
635,3,fa2,3.026,0
636,3,kamada_kawai,12.52,0
637,3,neato,12.346,0
638,3,kamada_kawai,9.998,0
639,3,kamada_kawai,23.688,0
640,3,kamada_kawai,10.234,0
641,3,fa2,10.372,0
642,3,kamada_kawai,13.161,0
643,3,fdp,17.152,0
644,4,fa2,6.093,0
645,4,kamada_kawai,5.8,0
646,4,neato,8.081,0
647,4,neato,124.381,0
648,4,neato,6.517,0
649,4,kamada_kawai,5.523,0
650,4,kamada_kawai,6.923,0
651,4,fdp,33.308,0
652,4,neato,7.328,0
653,4,kamada_kawai,4.168,0
654,4,neato,4.991,0
655,4,neato,6.277,0
656,4,kamada_kawai,4.907,0
657,4,kamada_kawai,70.593,0
658,4,kamada_kawai,5.054,0
659,4,fa2,22.266,0
660,4,kamada_kawai,8.323,0
661,4,fdp,158.9,0
662,4,neato,15.133,0
663,4,fa2,12.762,0
664,4,neato,15.317,0
665,4,neato,66.163,0
666,4,spring,10.242,0
667,4,neato,4.024,0
668,4,neato,9.294,0
669,4,neato,9.608,0
670,4,spring,6.094,0
671,4,kamada_kawai,97.047,0
672,4,kamada_kawai,6.648,0
673,4,fdp,11.109,0
674,4,kamada_kawai,19.148,0
675,4,neato,88.403,0
676,4,neato,4.148,0
677,4,kamada_kawai,3.802,0
678,4,kamada_kawai,9.929,0
679,4,neato,386.976,0
680,4,fa2,5.803,0
681,4,fdp,4.702,0
682,4,neato,3.145,0
683,4,fdp,5.131,0
684,4,neato,5.321,0
685,4,sfdp,11.194,0
686,4,kamada_kawai,17.301,0
687,4,fdp,6.783,0
688,4,kamada_kawai,4.982,0
689,4,kamada_kawai,30.936,0
690,4,neato,5.786,0
691,4,neato,3.759,0
692,4,neato,7.678,0
693,4,kamada_kawai,5.779,0
694,4,pmds,4.272,0
695,4,neato,4.887,0
696,4,kamada_kawai,13.781,0
697,4,kamada_kawai,4.187,0
698,4,neato,32.813,0
699,4,fdp,4.34,0
700,4,neato,5.217,0
701,4,fdp,3.175,0
702,4,kamada_kawai,3.311,0
703,4,neato,6.187,0
704,4,neato,4.788,0
705,4,kamada_kawai,5.689,0
706,4,pmds,7.927,0
707,4,neato,4.655,0
708,4,kamada_kawai,2.598,0
709,4,neato,6.02,0
710,4,kamada_kawai,4.592,0
711,4,kamada_kawai,40.505,0
712,4,fdp,3.591,0
713,4,neato,2.228,0
714,4,neato,7.493,0
715,4,neato,4.629,0
716,4,kamada_kawai,972.381,0
717,4,fa2,3.067,0
718,4,sfdp,16.393,0
719,4,fdp,4.934,0
720,4,spring,11.954,0
721,4,fa2,3.429,0
722,4,neato,5.282,0
723,4,kamada_kawai,2.411,0
724,4,neato,4.182,0
725,4,neato,2.309,0
726,4,sfdp,5.325,0
727,4,spring,3.53,0
728,4,kamada_kawai,7.769,0
729,4,kamada_kawai,5.708,0
730,4,kamada_kawai,4.948,0
731,4,neato,5.368,0
732,4,fdp,3.177,0
733,4,kamada_kawai,4.813,0
734,4,kamada_kawai,1.891,0
735,4,neato,5.576,0
736,4,neato,4.699,0
737,4,sfdp,3.576,0
738,4,spring,3.53,0
739,4,kamada_kawai,6.47,0
740,4,neato,4.272,0
741,4,kamada_kawai,5.283,0
742,4,kamada_kawai,6.217,0
743,4,kamada_kawai,6.24,0
744,4,spring,10.871,0
745,4,kamada_kawai,5.077,0
746,4,neato,8.465,0
747,4,kamada_kawai,3.927,0
748,4,kamada_kawai,1.912,0
749,4,neato,5.363,0
750,4,neato,1.801,0
751,4,fa2,3.951,0
752,4,kamada_kawai,3.955,0
753,4,fdp,2.923,0
754,4,kamada_kawai,4.287,0
755,4,spring,5.782,0
756,4,fa2,2.42,0
757,4,kamada_kawai,5.098,0
758,4,fdp,2.365,0
759,4,fdp,2.687,0
760,4,kamada_kawai,5.207,0
761,4,neato,5.366,0
762,4,spring,4.114,0
763,4,kamada_kawai,7.996,0
764,10,kamada_kawai,8.149,0
765,10,kamada_kawai,6.183,0
766,10,neato,8.762,0
767,10,kamada_kawai,6.402,0
768,10,kamada_kawai,11.064,0
769,10,kamada_kawai,19.586,0
770,10,neato,6.272,0
771,10,sfdp,9.053,0
772,10,neato,6.784,0
773,10,neato,8.003,0
774,10,neato,57.831,0
775,10,kamada_kawai,26.151,0
776,10,neato,9.452,0
777,10,kamada_kawai,12.546,0
778,10,neato,11.895,0
779,10,neato,8.065,0
780,10,neato,28.681,0
781,10,neato,58.544,0
782,10,fdp,12.6,0
783,10,kamada_kawai,8.682,0
784,10,neato,26.26,1
785,10,fdp,8.231,0
786,10,fdp,8.701,0
787,10,neato,5.449,0
788,10,neato,50.247,1
789,10,neato,5.012,0
790,10,kamada_kawai,7.874,0
791,10,neato,4.214,0
792,3,fa2,16.542,0
793,3,kamada_kawai,6.168,0
794,3,sfdp,5.463,0
795,3,kamada_kawai,4.759,0
796,3,kamada_kawai,10.811,0
797,3,neato,5.479,0
798,3,kamada_kawai,16.386,0
799,3,kamada_kawai,7.329,0
800,3,kamada_kawai,7.404,0
801,3,kamada_kawai,3.47,0
802,3,neato,5.943,0
803,3,neato,4.748,0
804,1,neato,16.636,0
805,1,kamada_kawai,5.38,0
806,1,kamada_kawai,7.809,0
807,1,neato,15.127,0
808,1,kamada_kawai,7.355,0
809,1,neato,7.139,0
810,1,kamada_kawai,13.741,0
811,1,kamada_kawai,8.302,0
812,1,kamada_kawai,9.558,0
813,1,neato,10.573,0
814,1,kamada_kawai,13.33,0
815,1,neato,8.245,0
816,1,kamada_kawai,6.565,0
817,1,kamada_kawai,10.242,0
818,1,neato,14.729,0
819,1,spring,8.386,0
820,1,neato,10.981,0
821,1,kamada_kawai,14.027,1
822,1,neato,8.889,0
823,1,sfdp,7.478,0
824,1,sfdp,12.842,0
825,1,neato,7.826,0
826,1,kamada_kawai,10.803,0
827,1,kamada_kawai,16.698,0
828,1,neato,4.217,0
829,1,kamada_kawai,5.76,0
830,1,kamada_kawai,8.279,0
831,1,kamada_kawai,31.664,0
832,1,neato,13.243,0
833,1,neato,9.317,0
834,1,fdp,9.189,0
835,1,kamada_kawai,27.492,0
836,1,kamada_kawai,24.75,0
837,1,neato,8.813,0
838,1,fdp,8.496,0
839,1,neato,19.564,0
840,1,neato,16.98,0
841,1,neato,8.139,0
842,1,kamada_kawai,8.672,0
843,1,kamada_kawai,9.646,0
844,1,fdp,18.773,0
845,1,fa2,12.707,0
846,1,fdp,9.98,0
847,1,neato,35.087,0
848,1,kamada_kawai,5.371,0
849,1,kamada_kawai,8.568,0
850,1,neato,18.893,0
851,1,kamada_kawai,47.056,0
852,1,kamada_kawai,8.678,0
853,1,neato,12.169,0
854,1,neato,7.921,0
855,1,neato,6.986,0
856,1,kamada_kawai,9.381,0
857,1,neato,26.687,0
858,1,neato,9.244,0
859,1,neato,11.39,0
860,1,neato,23.533,0
861,1,kamada_kawai,16.614,0
862,1,fa2,26.234,0
863,1,kamada_kawai,6.82,0
864,1,neato,14.861,0
865,1,fdp,11.484,0
866,1,kamada_kawai,27.629,0
867,1,kamada_kawai,6.82,0
868,1,neato,19.769,0
869,1,kamada_kawai,9.059,0
870,1,kamada_kawai,46.357,0
871,1,fdp,13.217,0
872,1,kamada_kawai,16.291,0
873,1,neato,12.412,0
874,1,neato,8.258,0
875,1,neato,10.912,0
876,1,neato,5.508,0
877,1,neato,9.342,0
878,1,neato,6.676,0
879,1,kamada_kawai,26.318,0
880,1,kamada_kawai,8.885,0
881,1,fdp,12.863,0
882,1,kamada_kawai,14.908,0
883,1,kamada_kawai,29.838,0
884,1,fdp,6.669,0
885,1,kamada_kawai,10.526,0
886,1,neato,11.009,0
887,1,kamada_kawai,10.444,0
888,1,neato,13.736,0
889,1,fdp,12.742,0
890,1,kamada_kawai,16.337,0
891,1,neato,7.133,0
892,1,kamada_kawai,15.025,0
893,1,kamada_kawai,7.885,0
894,1,kamada_kawai,6.25,0
895,1,kamada_kawai,12.904,0
896,1,neato,8.338,0
897,1,neato,7.085,0
898,1,fdp,53.591,0
899,1,kamada_kawai,18.746,0
900,1,neato,12.669,0
901,1,kamada_kawai,67.083,1
902,1,kamada_kawai,9.196,0
903,1,neato,9.136,0
904,1,fdp,15.042,0
905,1,fdp,17.234,0
906,1,kamada_kawai,6.244,0
907,1,kamada_kawai,8.625,0
908,1,sfdp,12.967,0
909,1,neato,14.105,0
